Category,Message
0,k k cant come search job
0,got lousy sleep kept waking every 2 hours see cat wanted come worry cold
0,yeah leave couple minutes amp let know get mu
0,ü call 10 10 make sure dat woken
0,hey go jazz power yoga hip hop kb yogasana
0,battery mr adewale uncle aka egbon
0,cant pick phone right pls send message
0,wait 2 min stand bus stop
0,oh ic thought meant mary jane
0,haha really oh deduct lesson tmr
0,nah im goin 2 wrks j wot bout u
0,eat shit wait ur monkey face bitch u asshole
0,good night going sleep
0,aight grab something eat text back mu
0,k k cant come search job
0,take something pain moves however side next 6hrs see doctor
0,lol oh babe wont sliding place midnight thanks invite
0,howz persons story
1,guess somebody know secretly fancies wanna find give us call 09065394973 landline datebox1282essexcm61xn 150p min 18
0,lol would awesome payback
1,80488 500 free text messages valid 31 december 2005
0,yes completely form clark also utter waste
0,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack jokes gm gn ge gn
0,thanks tescos quite nice gone speak soon
0,feathery bowa something guys know
0,even cant close eyes vava playing umma
0,2 laptop noe infra slow lar wan fast one
1,guaranteed 200 award even 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php
0,nvm ok
0,enjoy ur life good night
0,yes meet town cos go gep home could text bus stop worry finished march ish
0,askd u question hours answer
0,thats cool cum
0,delhi chennai still silent
0,lol alright thinkin haha
1,reply win 100 weekly 2006 fifa world cup held send stop 87239 end service
0,boat still moms check yo half naked
0,shhhhh nobody supposed know
0,sorry call later
0,sorry call later meeting thing related trade please call arul lt gt
0,hey late amk need drink tea coffee
0,wnt buy bmw car urgently vry urgent hv shortage lt gt lacs source arng dis amt lt gt lacs thats prob
1,urgent please call 09061743810 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae cs box 326 cw25wx 150 ppm
0,length e e top shorter n got fringe thk going liao lazy dun wan 2 distract u also
0,antha num corrct dane
0,calls messages missed calls
0,sorry call later
0,basket gettin full might tonight
0,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
0,valentines huh proof fb page ugh glad really watch rupaul show tool
1,free tones hope enjoyed new content text stop 61610 unsubscribe help 08712400602450p provided tones2you co uk
0,eh den sat u book e kb liao huh
0,practising curtsey
0,shall come get pickle
0,lol boo hoping laugh
0,yeh def up4 something sat got payed2day havbeen given 50 pay rise 4my work havebeen made preschoolco ordinator 2i feelingood luv
0,well leave class babe never came back hope nice sleep love
0,lmao fish memory need
0,b going 2 sch mon sis need 2 take smth
0,idea soon get converted live
1,themob yo yo yo comes new selection hot downloads members get free click open next link sent ur fone
0,india going draw series many years south african soil
0,goodmorning today late lt decimal gt min
0,take major roles community outreach rock mel
0,shopping lor raining mah hard 2 leave orchard
0,hi birth 8lb 7oz mother baby brilliantly
0,see forwarding message proof
0,keep going never intention run choose rather keep room clean say visitors maybe best choice yes wanted embarassed maybe feel feel friend wants drop buy say happened morning tried everything know else
0,dunno lei thk mum lazy go neva ask yet
0,whatever want know rules talk earlier week start happening showing responsibility yet every week bend rule way way whatever tired thia argument every week lt gt movie doesnt inlude previews still getting 1
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning
1,great news call freefone 08006344447 claim guaranteed 1000 cash 2000 gift speak live operator
0,ambrith madurai met u arun dha marrge remembr
0,read shame tell takes runs blame u 4 ever really 4 ever long time
0,princess kitty shaved natural
0,better bb wont use wife doctor
0,ya came ago
0,tomorrow onwards eve 6 3 work
0,anything lor toa payoh got place 2 walk meh
0,anybody number still thought tactful way ask alex
1,u win 100 music gift vouchers every week starting txt word draw 87066 tscs www ldew com skillgame 1winaweek age16 150ppermesssubscription
0,movie theatre go watch unlimited movies pay
0,u lunch alone bored
0,yes obviously eggs pert potato head speak soon
0,nah man car meant crammed full people
0,got new job bar airport satsgettin 4 47per hour means lie keep touch
0,kallis ready bat 2nd innings
0,thanx birthday already
0,ugh u apologize admit u wrong ask take u back
0,noe la u wana pei bf oso rite k lor days den
0,yes small kid boost secret energy
0,im gonna miss u much
0,avatar supposed subtoitles
0,simply sitting watching match office
0,jot things want remember later
0,oh sorry please
0,hey going lo lesson gym
0,dont pack buy store like cereals must pack food pack gari something 9ja miss
0,always make things bigger
0,ü dun wan watch infernal affair
0,waking 4 afternoon sup
1,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt
0,send pic like
0,okay booked already including one bugis
0,aight fuck get later
0,de call time ill tell k
0,dont use hook
0,much blackberry bold2 nigeria
0,hi home calicut
0,hey darlin pick u college u tell wen 2 mt love pete xx
1,call 09094100151 use ur mins calls cast 10p min mob vary service provided aom gbp5 month aom box61 m60 1er u stop ages 18
0,oh thkin goin yogasana 10 den nd go 3 den rush parco 4 nb okie lor u call ready
0,late need go n get da laptop
0,sir waiting mail
0,please charge mobile get morning
0,nothing got msg frm tht unknown
0,ugh fuck resubbing eve
0,see shadow get early spring yay
0,one slice one breadstick lol
0,hey want crave miss need love ahmad saeed al hallaq
0,training tomorrow
1,urgent mobile 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362220 asap box97n7qp 150ppm
0,pass dis ur contacts n see wat u get red luv wid u blue u put smile face purple u r realy hot pink u r swt orange thnk lyk u green realy wana go wid u yelow wnt u bck black jealous u brown miss nw plz giv one color
0,cos daddy arranging time c wat time fetch ü mah
0,eldest know
0,say hi drugdealer
0,hard believe things like say lie think twice saying anything
1,eerie nokia tones 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight www getzed co uk pobox36504w45wq 150p
1,sexy singles waiting text age followed gender wither f e g 23f gay men text age followed g e g 23g
0,good night dear sleepwell amp take care
0,wondarfull song
1,freemsg claim ur 250 sms messages text ok 84025 use web2mobile 2 ur mates etc join txt250 com 1 50p wk c box139 la32wu 16 remove txtx stop
0,yar lor actually quite fast cos da ge slow wat haha
0,must come later normally bathe da afternoon mah
0,trust even
0,hey hun onbus goin 2 meet wants 2go 4a meal donyt feel like cuz 2 get last bus home hes sweet latelyxxx
1,85233 free ringtone reply real
0,take like noon
0,opening mca
0,aight wat happening side
0,done oredi
0,sweet well princess please tell likes dislikes bed
0,wish great semester
0,moji love words rich day
0,dude like buff wind
0,alright babe justthought sayhey u doin nearly endof wk offdam nevamind 2hook sn uwant m8 lovejen x
1,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 opt txt eng stop box39822 w111wx 1 50
0,give everything want need actually could better yor got money get work get man pay rent even fill fucking gas tank yes stressed depressed even call home thanksgiving cuz tell nothing
0,kallis wont play first two odi
0,get cash together text jason
0,oh love soooo good hear omg missed much today sorry problems provider thank tming
1,final chance claim ur 150 worth discount vouchers today text yes 85023 savamob member offers mobile cs savamob pobox84 m263uz 3 00 subs 16
1,private 2004 account statement 07742676969 shows 786 unredeemed bonus points claim call 08719180248 identifier code 45239 expires
0,probably want pick
0,done
0,cutest girl world
0,dice art class 6 thru 9 thanks though idea time come tomorrow
1,sms services inclusive text credits pls goto www comuk net login unsubscribe stop extra charge help 08700469649 po box420 ip4 5we
0,oh howda gud gud mathe en samachara chikku
0,thk 530 lor dunno get tickets wat u
0,audrie lousy autocorrect
0,site simulate test gives tough questions test readiness
0,anyway seriously hit back otherwise light armand always shit vomiting
0,fetch yun u fetch
0,thank like well
0,hmmm imagine come home rub feet make dinner help get ready date sure ready kind life
1,free2day sexy st george day pic jordan txt pic 89080 dont miss every wk saucy celeb 4 pics c pocketbabe co uk 0870241182716 3 wk
0,lara said loan lt gt
0,spare power supplies
0,yar quite clever aft many guesses lor got ask 2 bring thk darren willing 2 go aiya thk leona still attach wat
1,winner specially selected receive 1000 cash 2000 award speak live operator claim call 087123002209am 7pm cost 10p
0,yeah go bed back midnight
1,sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box 113 bray wicklow eire quiz starts saturday unsub stop
0,well available washob nobbing last night ask nickey platt instead
0,time week ryan
0,wish u many many returns day happy birthday vikky
1,u win 100 music gift vouchers every week starting txt word draw 87066 tscs www idew com skillgame 1winaweek age16 150ppermesssubscription
0,hope know still mad
0,argh 3g spotty anyway thing remember research province sterling problem free places looked
0,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan
0,know result
1,error
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night
0,sorry im getting feel really bad totally rejected kinda thing
0,got shitload diamonds though
0,tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas
0,well going aunty
0,mine like fr china noisy
0,later guess needa mcat study
0,training manual show tech process password reset troubleshooting
1,b4u voucher w c 27 03 marsms log onto www b4utele com discount credit opt reply stop customer care call 08717168528
0,spoke uncle john today strongly feels need sacrifice keep going call beg listen dont make promises make clear things easy need please let us work things long keep expecting help creativity stifled pls keep happy promises part
